img_idx,source_file,gt_count,correct,close,wrong_price,missed,extra,mean_price_error
181,181.png,2,0,0,0,2,0,
182,182.png,2,0,0,0,2,0,
183,183.png,3,0,0,0,3,0,
184,184.png,3,0,0,0,3,0,
185,185.png,2,0,0,0,2,0,
186,186.png,3,0,0,0,3,0,
187,187.png,2,0,0,0,2,0,
188,188.png,2,0,0,0,2,0,
189,189.png,1,0,0,0,1,0,
190,190.png,3,0,0,0,3,0,
191,191.png,2,0,0,0,2,0,
192,192.png,3,0,0,0,3,0,
193,193.png,3,0,0,0,3,0,
194,194.png,3,0,0,0,3,0,
195,195.png,2,0,0,0,2,0,
196,196.png,2,0,0,0,2,0,
197,197.png,2,0,0,0,2,0,
198,198.png,4,0,0,0,4,0,
199,199.png,4,0,0,0,4,0,
200,200.png,3,0,0,0,3,0,
201,201.png,3,0,0,0,3,0,
202,202.png,3,0,0,0,3,0,
203,203.png,4,0,0,0,4,0,
204,204.png,4,0,0,0,4,0,
205,205.png,4,0,0,0,4,0,
206,206.png,3,0,0,0,3,0,
207,207.png,3,0,0,0,3,0,
208,208.png,4,0,0,0,4,0,
209,209.png,4,0,0,0,4,0,
210,210.png,3,0,0,0,3,0,
211,211.png,1,0,0,0,1,0,
212,212.png,2,0,0,0,2,0,
213,213.png,2,0,0,0,2,0,
214,214.png,2,0,0,0,2,0,
215,215.png,2,0,0,0,2,0,
216,216.png,2,0,0,0,2,0,
217,217.png,3,0,0,0,3,0,
218,218.png,3,0,0,0,3,0,
219,219.png,2,0,0,0,2,0,
220,220.png,3,0,0,0,3,0,
221,221.png,3,0,0,0,3,0,
222,222.png,3,0,0,0,3,0,
223,223.png,3,0,0,0,3,0,
224,224.png,4,0,0,0,4,0,
225,225.png,2,0,0,0,2,0,
226,226.png,2,0,0,0,2,0,
227,227.png,2,0,0,0,2,0,
228,228.png,2,0,0,0,2,0,
229,229.png,2,0,0,0,2,0,
230,230.png,3,0,0,0,3,0,
231,231.png,1,0,0,0,1,0,
232,232.png,4,0,0,0,4,0,
233,233.png,1,0,0,0,1,0,
234,234.png,3,0,0,0,3,0,
235,235.png,3,0,0,0,3,0,
236,236.png,4,0,0,0,4,0,
237,237.png,3,0,0,0,3,0,
238,238.png,2,0,0,0,2,0,
239,239.png,2,0,0,0,2,0,
240,240.png,2,0,0,0,2,0,
241,241.png,2,0,0,0,2,0,
242,242.png,2,0,0,0,2,0,
243,243.png,2,0,0,0,2,0,
244,244.png,2,0,0,0,2,0,
245,245.png,4,0,0,0,4,0,
246,246.png,3,0,0,0,3,0,
247,247.png,1,0,0,0,1,0,
248,248.png,4,0,0,0,4,0,
249,249.png,2,0,0,0,2,0,
250,250.png,3,0,0,0,3,0,
251,251.png,1,0,0,0,1,0,
252,252.png,3,0,0,0,3,0,
253,253.png,1,0,0,0,1,0,
254,254.png,1,0,0,0,1,0,
255,255.png,2,0,0,0,2,0,
256,256.png,1,0,0,0,1,0,
257,257.png,1,0,0,0,1,0,
258,258.png,4,0,0,0,4,0,
259,259.png,2,0,0,0,2,0,
260,260.png,1,0,0,0,1,0,
261,261.png,1,0,0,0,1,0,
262,262.png,3,0,0,0,3,0,
263,263.png,3,0,0,0,3,0,
264,264.png,2,0,0,0,2,0,
265,265.png,2,0,0,0,2,0,
266,266.png,3,0,0,0,3,0,
267,267.png,2,0,0,0,2,0,
268,268.png,2,0,0,0,2,0,
269,269.png,2,0,0,0,2,0,
270,270.png,2,0,0,0,2,0,
271,271.png,2,0,0,0,2,0,
272,272.png,2,0,0,0,2,0,
273,273.png,2,0,0,0,2,0,
274,274.png,1,0,0,0,1,0,
275,275.png,2,0,0,0,2,0,
276,276.png,2,0,0,0,2,0,
277,277.png,3,0,0,0,3,0,
278,278.png,2,0,0,0,2,0,
279,279.png,3,0,0,0,3,0,
280,280.png,3,0,0,0,3,0,
281,281.png,3,0,0,0,3,0,
282,282.png,3,0,0,0,3,0,
283,283.png,2,0,0,0,2,0,
284,284.png,2,0,0,0,2,0,
285,285.png,2,0,0,0,2,0,
286,286.png,3,0,0,0,3,0,
287,287.png,2,0,0,0,2,0,
288,288.png,3,0,0,0,3,0,
289,289.png,2,0,0,0,2,0,
290,290.png,2,0,0,0,2,0,
291,291.png,1,0,0,0,1,0,
292,292.png,2,0,0,0,2,0,
293,293.png,4,0,0,0,4,0,
294,294.png,1,0,0,0,1,0,
295,295.png,2,0,0,0,2,0,
296,296.png,2,0,0,0,2,0,
297,297.png,1,0,0,0,1,0,
298,298.png,3,0,0,0,3,0,
299,299.png,2,0,0,0,2,0,
300,300.png,1,0,0,0,1,0,
301,301.png,2,0,0,0,2,0,
302,302.png,3,0,0,0,3,0,
303,303.png,2,0,0,0,2,0,
304,304.png,2,0,0,0,2,0,
305,305.png,1,0,0,0,1,0,
306,306.png,2,0,0,0,2,0,
307,307.png,2,0,0,0,2,0,
308,308.png,2,0,0,0,2,0,
309,309.png,2,0,0,0,2,0,
310,310.png,2,0,0,0,2,0,
311,311.png,3,0,0,0,3,0,
312,312.png,1,0,0,0,1,0,
313,313.png,3,0,0,0,3,0,
314,314.png,1,0,0,0,1,0,
315,315.png,3,0,0,0,3,0,
316,316.png,1,0,0,0,1,0,
317,317.png,2,0,0,0,2,0,
318,318.png,3,0,0,0,3,0,
319,319.png,1,0,0,0,1,0,
320,320.png,2,0,0,0,2,0,
321,321.png,1,0,0,0,1,0,
323,323.png,2,0,0,0,2,0,
324,324.png,1,0,0,0,1,0,
325,325.png,2,0,0,0,2,0,
326,326.png,1,0,0,0,1,0,
327,327.png,1,0,0,0,1,0,
328,328.png,1,0,0,0,1,0,
329,329.png,2,0,0,0,2,0,
330,330.png,1,0,0,0,1,0,
331,331.png,1,0,0,0,1,0,
332,332.png,1,0,0,0,1,0,
333,333.png,1,0,0,0,1,0,
334,334.png,2,0,0,0,2,0,
335,335.png,2,0,0,0,2,0,
336,336.png,2,0,0,0,2,0,
337,337.png,2,0,0,0,2,0,
338,338.png,1,0,0,0,1,0,
339,339.png,1,0,0,0,1,0,
340,340.png,2,0,0,0,2,0,
341,341.png,1,0,0,0,1,0,
342,342.png,2,0,0,0,2,0,
343,343.png,2,0,0,0,2,0,
344,344.png,2,0,0,0,2,0,
345,345.png,2,0,0,0,2,0,
346,346.png,3,0,0,0,3,0,
347,347.png,2,0,0,0,2,0,
348,348.png,2,0,0,0,2,0,
349,349.png,4,0,0,0,4,0,
350,350.png,1,0,0,0,1,0,
351,351.png,1,0,0,0,1,0,
352,352.png,2,0,0,0,2,0,
353,353.png,2,0,0,0,2,0,
354,354.png,2,0,0,0,2,0,
355,355.png,2,0,0,0,2,0,
356,356.png,1,0,0,0,1,0,
357,357.png,1,0,0,0,1,0,
358,358.png,2,0,0,0,2,0,
359,359.png,2,0,0,0,2,0,
360,360.png,2,0,0,0,2,0,
361,361.png,2,0,0,0,2,0,
362,362.png,2,0,0,0,2,0,
363,363.png,2,0,0,0,2,0,
364,364.png,2,0,0,0,2,0,
365,365.png,3,0,0,0,3,0,
366,366.png,2,0,0,0,2,0,
367,367.png,2,0,0,0,2,0,
368,368.png,2,0,0,0,2,0,
369,369.png,2,0,0,0,2,0,
370,370.png,4,0,0,0,4,0,
371,371.png,3,0,0,0,3,0,
372,372.png,4,0,0,0,4,0,
373,373.png,3,0,0,0,3,0,
374,374.png,3,0,0,0,3,0,
375,375.png,3,0,0,0,3,0,
376,376.png,3,0,0,0,3,0,
377,377.png,1,0,0,0,1,0,
378,378.png,4,0,0,0,4,0,
379,379.png,2,0,0,0,2,0,
380,380.png,1,0,0,0,1,0,
381,381.png,1,0,0,0,1,0,
382,382.png,1,0,0,0,1,0,
383,383.png,1,0,0,0,1,0,
384,384.png,2,0,0,0,2,0,
385,385.png,3,0,0,0,3,0,
386,386.png,5,0,0,0,5,0,
387,387.png,6,0,0,0,6,0,
388,388.png,3,0,0,0,3,0,
389,389.png,3,0,0,0,3,0,
390,390.png,3,0,0,0,3,0,
391,391.png,2,0,0,0,2,0,
392,392.png,2,0,0,0,2,0,
393,393.png,2,0,0,0,2,0,
394,394.png,3,0,0,0,3,0,
395,395.png,2,0,0,0,2,0,
396,396.png,2,0,0,0,2,0,
397,397.png,2,0,0,0,2,0,
398,398.png,2,0,0,0,2,0,
399,399.png,2,0,0,0,2,0,
400,400.png,2,0,0,0,2,0,
401,401.png,2,0,0,0,2,0,
402,402.png,3,0,0,0,3,0,
403,403.png,2,0,0,0,2,0,
404,404.png,2,0,0,0,2,0,
405,405.png,1,0,0,0,1,0,
406,406.png,2,0,0,0,2,0,
407,407.png,2,0,0,0,2,0,
408,408.png,4,0,0,0,4,0,
409,409.png,3,0,0,0,3,0,
410,410.png,3,0,0,0,3,0,
411,411.png,4,0,0,0,4,0,
412,412.png,3,0,0,0,3,0,
413,413.png,3,0,0,0,3,0,
414,414.png,4,0,0,0,4,0,
415,415.png,2,0,0,0,2,0,
416,416.png,4,0,0,0,4,0,
417,417.png,3,0,0,0,3,0,
418,418.png,4,0,0,0,4,0,
419,419.png,3,0,0,0,3,0,
420,420.png,3,0,0,0,3,0,
421,421.png,3,0,0,0,3,0,
422,422.png,1,0,0,0,1,0,
423,423.png,4,0,0,0,4,0,
424,424.png,4,0,0,0,4,0,
425,425.png,1,0,0,0,1,0,
426,426.png,1,0,0,0,1,0,
427,427.png,2,0,0,0,2,0,
428,428.png,1,0,0,0,1,0,
429,429.png,2,0,0,0,2,0,
430,430.png,1,0,0,0,1,0,
431,431.png,1,0,0,0,1,0,
432,432.png,2,0,0,0,2,0,
433,433.png,2,0,0,0,2,0,
434,434.png,4,0,0,0,4,0,
435,435.png,3,0,0,0,3,0,
436,436.png,3,0,0,0,3,0,
437,437.png,2,0,0,0,2,0,
438,438.png,1,0,0,0,1,0,
439,439.png,8,0,0,0,8,0,
440,440.png,3,0,0,0,3,0,
441,441.png,2,0,0,0,2,0,
442,442.png,4,0,0,0,4,0,
443,443.png,4,0,0,0,4,0,
444,444.png,2,0,0,0,2,0,
445,445.png,1,0,0,0,1,0,
446,446.png,3,0,0,0,3,0,
447,447.png,3,0,0,0,3,0,
448,448.png,2,0,0,0,2,0,
449,449.png,6,0,0,0,6,0,
450,450.png,6,0,0,0,6,0,
451,451.png,4,0,0,0,4,0,
452,452.png,3,0,0,0,3,0,
453,453.png,3,0,0,0,3,0,
454,454.png,4,0,0,0,4,0,
455,455.png,4,0,0,0,4,0,
456,456.png,4,0,0,0,4,0,
457,457.png,3,0,0,0,3,0,
458,458.png,6,0,0,0,6,0,
459,459.png,3,0,0,0,3,0,
460,460.png,2,0,0,0,2,0,
461,461.png,2,0,0,0,2,0,
462,462.png,2,0,0,0,2,0,
463,463.png,3,0,0,0,3,0,
464,464.png,4,0,0,0,4,0,
465,465.png,4,0,0,0,4,0,
466,466.png,4,0,0,0,4,0,
467,467.png,2,0,0,0,2,0,
468,468.png,3,0,0,0,3,0,
469,469.png,3,0,0,0,3,0,
470,470.png,3,0,0,0,3,0,
471,471.png,2,0,0,0,2,0,
472,472.png,3,0,0,0,3,0,
473,473.png,2,0,0,0,2,0,
474,474.png,1,0,0,0,1,0,
475,475.png,1,0,0,0,1,0,
476,476.png,1,0,0,0,1,0,
477,477.png,1,0,0,0,1,0,
478,478.png,1,0,0,0,1,0,
479,479.png,2,0,0,0,2,0,
480,480.png,3,0,0,0,3,0,
481,481.png,3,0,0,0,3,0,
482,482.png,3,0,0,0,3,0,
483,483.png,2,0,0,0,2,0,
484,484.png,2,0,0,0,2,0,
485,485.png,4,0,0,0,4,0,
486,486.png,2,0,0,0,2,0,
487,487.png,1,0,0,0,1,0,
488,488.png,1,0,0,0,1,0,
489,489.png,2,0,0,0,2,0,
490,490.png,2,0,0,0,2,0,
491,491.png,2,0,0,0,2,0,
492,492.png,1,0,0,0,1,0,
493,493.png,2,0,0,0,2,0,
494,494.png,2,0,0,0,2,0,
495,495.png,2,0,0,0,2,0,
496,496.png,4,0,0,0,4,0,
497,497.png,2,0,0,0,2,0,
498,498.png,2,0,0,0,2,0,
499,499.png,4,0,0,0,4,0,
500,500.png,3,0,0,0,3,0,
501,501.png,2,0,0,0,2,0,
502,502.png,1,0,0,0,1,0,
503,503.png,2,0,0,0,2,0,
504,504.png,2,0,0,0,2,0,
505,505.png,2,0,0,0,2,0,
506,506.png,1,0,0,0,1,0,
507,507.png,1,0,0,0,1,0,
508,508.png,3,0,0,0,3,0,
509,509.png,3,0,0,0,3,0,
510,510.png,3,0,0,0,3,0,
511,511.png,3,0,0,0,3,0,
